relativt støjniveau;co2 (ppm);temprature (C);relativ luftfugtighed (%RH)
8;875;22;38
6;875;22;38
6;875;22;38
0;875;22;38
0;875;22;38
134;875;22;38
230;875;22;38
0;875;22;38
8;875;22;38
7;876;22;38
8;876;22;38
8;876;22;38
11;876;22;38
11;876;22;38
3;876;22;38
7;876;22;38
6;876;22;38
6;876;22;38
5;876;22;38
9;876;22;38
6;876;22;38
12;876;22;38
185;876;22;38
202;876;22;38
0;876;22;38
3;876;22;38
8;876;22;38
8;875;22;38
9;875;22;38
9;875;22;38
10;875;22;38
11;875;22;38
8;875;22;38
7;875;22;38
9;875;22;38
6;875;22;38
14;875;22;38
9;875;22;38
8;875;22;38
11;875;22;38
171;875;22;38
0;875;22;38
1;875;22;38
128;875;22;38
254;875;22;38
11;875;22;38
10;875;22;38
8;875;22;38
8;875;22;38
11;875;22;38
6;875;22;38
5;875;22;38
8;875;22;38
7;875;22;38
8;875;22;38
7;875;22;38
10;875;22;38
7;875;22;38
0;875;22;38
0;875;22;38
188;875;22;38
198;875;22;38
0;875;22;38
11;875;22;38
9;875;22;38
11;875;22;38
3;875;22;38
8;875;22;38
5;875;22;38
7;875;22;38
5;875;22;38
9;875;22;38
5;875;22;38
8;875;22;38
9;875;22;38
6;875;22;38
7;875;22;38
221;875;22;38
186;875;22;38
0;875;22;38
0;875;22;38
9;875;22;38
7;875;22;38
6;875;22;38
5;875;22;38
7;875;22;38
7;875;22;38
8;875;22;38
7;875;22;38
10;875;22;38
10;875;22;38
6;875;22;38
6;875;22;38
9;875;22;38
7;875;22;38
138;875;22;38
0;875;22;38
0;875;22;38
200;875;22;38
184;875;22;38
7;875;22;38
9;875;22;38
10;875;22;38
4;875;22;38
6;875;22;38
10;875;22;38
9;875;22;38
9;875;22;38
13;875;22;38
10;875;22;38
8;875;22;38
11;875;22;38
16;875;22;38
17;875;22;38
1;875;22;38
229;875;22;38
136;875;22;38
0;875;22;38
9;875;22;38
8;876;22;38
7;876;22;38
9;876;22;38
8;876;22;38
5;876;22;38
10;876;22;38
13;876;22;38
11;876;22;38
7;876;22;38
13;876;22;38
6;876;22;38
7;876;22;38
7;876;22;38
247;876;22;38
131;876;22;38
2;876;22;38
1;876;22;38
206;876;22;38
12;874;22;38
8;874;22;38
7;874;22;38
11;874;22;38
6;874;22;38
7;874;22;38
8;874;22;38
8;874;22;38
10;874;22;38
8;874;22;38
9;874;22;38
11;874;22;38
8;874;22;38
78;874;22;38
3;874;22;38
1;874;22;38
245;874;22;38
173;874;22;38
8;874;22;38
5;873;22;38
8;873;22;38
8;873;22;38
8;873;22;38
9;873;22;38
12;873;22;38
10;873;22;38
9;873;22;38
6;873;22;38
5;873;22;38
6;873;22;38
9;873;22;38
9;873;22;38
3;873;22;38
266;873;22;38
118;873;22;38
1;873;22;38
15;873;22;38
9;873;22;38
10;873;22;38
7;873;22;38
7;873;22;38
7;873;22;38
6;873;22;38
8;873;22;38
8;873;22;38
7;873;22;38
8;873;22;38
10;873;22;38
11;873;22;38
13;873;22;38
295;873;22;38
109;873;22;38
3;873;22;38
3;873;22;38
268;873;22;38
8;873;22;38
7;873;22;38
8;873;22;38
8;873;22;38
9;873;22;38
8;873;22;38
7;873;22;38
10;873;22;38
10;873;22;38
16;873;22;38
10;873;22;38
8;873;22;38
11;873;22;38
9;873;22;38
5;873;22;38
4;873;22;38
286;873;22;38
124;873;22;38
9;873;22;38
13;872;22;38
6;872;22;38
9;872;22;38
9;872;22;38
12;872;22;38
13;872;22;38
13;872;22;38
12;872;22;38
7;872;22;38
9;872;22;38
7;872;22;38
7;872;22;38
7;872;22;38
7;872;22;38
309;872;22;38
63;872;22;38
2;872;22;38
2;872;22;38
9;871;22;38
7;871;22;38
7;871;22;38
11;871;22;38
9;871;22;38
11;871;22;38
8;871;22;38
4;871;22;38
8;871;22;38
8;871;22;38
6;871;22;38
4;871;22;38
7;871;22;38
287;871;22;38
19;871;22;38
1;871;22;38
6;871;22;38
324;871;22;38
11;871;22;38
11;871;22;38
11;871;22;38
6;871;22;38
8;871;22;38
6;871;22;38
13;871;22;38
11;871;22;38
12;871;22;38
11;871;22;38
15;871;22;38
13;871;22;38
8;871;22;38
7;871;22;38
1;871;22;38
11;871;22;38
329;871;22;38
40;871;22;38
13;871;22;38
12;871;22;38
11;871;22;38
8;871;22;38
8;871;22;38
11;871;22;38
5;871;22;38
16;871;22;38
6;871;22;38
12;871;22;38
11;871;22;38
8;871;22;38
10;871;22;38
12;871;22;38
17;871;22;38
343;871;22;38
16;871;22;38
3;871;22;38
7;871;22;38
7;871;22;38
12;870;22;38
11;870;22;38
12;870;22;38
15;870;22;38
9;870;22;38
8;870;22;38
10;870;22;38
7;870;22;38
7;870;22;38
8;870;22;38
11;870;22;38
13;870;22;38
14;870;22;38
3;870;22;38
2;870;22;38
13;870;22;38
303;870;22;38
12;870;22;38
7;871;22;38
9;871;22;38
7;871;22;38
10;871;22;38
14;871;22;38
7;871;22;38
7;871;22;38
7;871;22;38
8;871;22;38
11;871;22;38
11;871;22;38
12;871;22;38
7;871;22;38
3;871;22;38
19;871;22;38
315;871;22;38
10;871;22;38
9;871;22;38
7;870;22;38
10;870;22;38
5;870;22;38
7;870;22;38
14;870;22;38
13;870;22;38
6;870;22;38
5;870;22;38
6;870;22;38
8;870;22;38
12;870;22;38
9;870;22;38
8;870;22;38
32;870;22;38
273;870;22;38
4;870;22;38
11;870;22;38
16;870;22;38
8;870;22;38
6;870;22;38
13;870;22;38
9;870;22;38
6;870;22;38
6;870;22;38
8;870;22;38
7;870;22;38
15;870;22;38
12;870;22;38
8;870;22;38
8;870;22;38
10;870;22;38
12;870;22;38
0;870;22;38
3;870;22;38
27;870;22;38
305;870;22;38
8;870;22;38
7;870;22;38
7;870;22;38
11;870;22;38
11;870;22;38
11;870;22;38
13;870;22;38
13;870;22;38
11;870;22;38
12;870;22;38
12;870;22;38
10;870;22;38
6;870;22;38
8;870;22;38
5;870;22;38
38;870;22;38
250;870;22;38
3;870;22;38
2;870;22;38
14;870;22;38
11;870;22;38
10;870;22;38
11;870;22;38
9;870;22;38
8;870;22;38
6;870;22;38
5;870;22;38
8;870;22;38
8;870;22;38
7;870;22;38
7;870;22;38
5;870;22;38
12;870;22;38
257;870;22;38
0;870;22;38
4;870;22;38
32;870;22;38
7;870;22;38
10;870;22;38
11;870;22;38
7;870;22;38
7;870;22;38
8;870;22;38
8;870;22;38
9;870;22;38
8;870;22;38
8;870;22;38
11;870;22;38
9;870;22;38
7;870;22;38
7;870;22;38
0;870;22;38
2;870;22;38
55;870;22;38
283;870;22;38
10;870;22;38
11;868;22;38
6;868;22;38
6;868;22;38
13;868;22;38
8;868;22;38
9;868;22;38
8;868;22;38
8;868;22;38
7;868;22;38
11;868;22;38
9;868;22;38
8;868;22;38
9;868;22;38
5;868;22;38
86;868;22;38
287;868;22;38
0;868;22;38
1;868;22;38
8;868;22;38
11;867;22;38
8;867;22;38
6;867;22;38
5;867;22;38
6;867;22;38
11;867;22;38
10;867;22;38
7;867;22;38
7;867;22;38
7;867;22;38
6;867;22;38
10;867;22;38
10;867;22;38
235;867;22;38
0;867;22;38
1;867;22;38
75;867;22;38
10;867;22;38
14;867;22;38
4;867;22;38
7;867;22;38
8;867;22;38
6;867;22;38
8;867;22;38
8;867;22;38
7;867;22;38
7;867;22;38
7;867;22;38
9;867;22;38
6;867;22;38
8;867;22;38
0;867;22;38
0;867;22;38
142;867;22;38
242;867;22;38
0;867;22;38
7;867;22;38
8;867;22;38
9;867;22;38
6;867;22;38
7;867;22;38
10;867;22;38
13;867;22;38
8;867;22;38
5;867;22;38
10;867;22;38
9;867;22;38
16;867;22;38
9;867;22;38
8;867;22;38
204;867;22;38
192;867;22;38
0;867;22;38
0;867;22;38
6;867;22;38
8;867;22;38
6;867;22;38
9;867;22;38
13;867;22;38
10;867;22;38
10;867;22;38
9;867;22;38
9;867;22;38
8;867;22;38
7;867;22;38
11;867;22;38
9;867;22;38
7;867;22;38
120;867;22;38
1;867;22;38
0;867;22;38
236;867;22;38
9;867;22;38
10;866;22;38
11;866;22;38
13;866;22;38
13;866;22;38
10;866;22;38
8;866;22;38
6;866;22;38
6;866;22;38
7;866;22;38
8;866;22;38
10;866;22;38
10;866;22;38
10;866;22;38
3;866;22;38
2;866;22;38
281;866;22;38
4;862;22;38
8;862;22;38
14;862;22;38
10;862;22;38
14;862;22;38
7;862;22;38
5;862;22;38
7;862;22;38
0;862;22;38
0;862;22;38
145;862;22;38
225;862;22;38
10;862;22;38
6;862;22;38
13;862;22;38
7;862;22;38
10;862;22;38
5;862;22;38
9;862;22;38
4;862;22;38
4;862;22;38
4;862;22;38
8;862;22;38
3;862;22;38
8;862;22;38
8;862;22;38
0;862;22;38
201;862;22;38
228;862;22;38
0;862;22;38
2;862;22;38
17;862;22;38
11;861;22;38
11;861;22;38
10;861;22;38
8;861;22;38
14;861;22;38
13;861;22;38
7;861;22;38
9;861;22;38
6;861;22;38
11;861;22;38
9;861;22;38
6;861;22;38
206;861;22;38
187;861;22;38
0;861;22;38
3;861;22;38
115;861;22;38
13;861;22;38
9;860;22;38
11;860;22;38
8;860;22;38
12;860;22;38
7;860;22;38
7;860;22;38
12;860;22;38
10;860;22;38
15;860;22;38
8;860;22;38
6;860;22;38
7;860;22;38
7;860;22;38
0;860;22;38
1;860;22;38
165;860;22;38
241;860;22;38
15;860;22;38
9;860;22;38
8;860;22;38
10;860;22;38
11;860;22;38
7;860;22;38
6;860;22;38
9;860;22;38
8;860;22;38
8;860;22;38
8;860;22;38
13;860;22;38
8;860;22;38
8;860;22;38
0;860;22;38
206;860;22;38
224;860;22;38
0;860;22;38
0;860;22;38
8;860;22;38
10;860;22;38
7;860;22;38
12;860;22;38
11;860;22;38
10;860;22;38
6;860;22;38
14;860;22;38
10;860;22;38
14;860;22;38
9;860;22;38
6;860;22;38
12;860;22;38
8;860;22;38
198;860;22;38
0;860;22;38
1;860;22;38
113;860;22;38
11;860;22;38
9;860;22;38
7;860;22;38
9;860;22;38
9;860;22;38
10;860;22;38
7;860;22;38
7;860;22;38
11;860;22;38
9;860;22;38
9;860;22;38
10;860;22;38
9;860;22;38
5;860;22;38
0;860;22;38
0;860;22;38
139;860;22;38
236;860;22;38
0;860;22;38
10;860;22;38
11;859;22;38
10;859;22;38
5;859;22;38
6;859;22;38
5;859;22;38
6;859;22;38
12;859;22;38
9;859;22;38
8;859;22;38
8;859;22;38
11;859;22;38
8;859;22;38
0;859;22;38
180;859;22;38
234;859;22;38
0;859;22;38
3;859;22;38
6;859;22;38
10;859;22;38
7;859;22;38
7;859;22;38
8;859;22;38
11;859;22;38
7;859;22;38
9;859;22;38
8;859;22;38
9;859;22;38
8;859;22;38
9;859;22;38
6;859;22;38
5;859;22;38
194;859;22;38
0;859;22;38
0;859;22;38
140;859;22;38
10;859;22;38
9;859;22;38
8;859;22;38
15;859;22;38
9;859;22;38
11;859;22;38
8;859;22;38
7;859;22;38
7;859;22;38
11;859;22;38
11;859;22;38
11;859;22;38
4;859;22;38
6;859;22;38
0;859;22;38
5;859;22;38
190;859;22;38
267;859;22;38
0;859;22;38
11;859;22;38
9;859;22;38
14;859;22;38
10;859;22;38
9;859;22;38
8;859;22;38
10;859;22;38
11;859;22;38
9;859;22;38
6;859;22;38
9;859;22;38
11;859;22;38
5;859;22;38
7;859;22;38
183;859;22;38
209;859;22;38
0;859;22;38
3;859;22;38
12;859;22;38
12;859;22;38
12;859;22;38
15;859;22;38
9;859;22;38
9;859;22;38
12;859;22;38
9;859;22;38
8;859;22;38
8;859;22;38
8;859;22;38
12;859;22;38
12;859;22;38
11;859;22;38
201;859;22;38
0;859;22;38
0;859;22;38
110;859;22;38
208;859;22;38
9;859;22;38
10;860;22;38
7;860;22;38
7;860;22;38
7;860;22;38
7;860;22;38
5;860;22;38
12;860;22;38
16;860;22;38
6;860;22;38
7;860;22;38
7;860;22;38
8;860;22;38
0;860;22;38
0;860;22;38
176;860;22;38
239;860;22;38
0;860;22;38
9;860;22;38
12;859;22;38
9;859;22;38
11;859;22;38
7;859;22;38
7;859;22;38
6;859;22;38
6;859;22;38
5;859;22;38
9;859;22;38
10;859;22;38
10;859;22;38
8;859;22;38
7;859;22;38
212;859;22;38
215;859;22;38
0;859;22;38
0;859;22;38
5;859;22;38
12;859;22;38
6;859;22;38
6;859;22;38
9;859;22;38
11;859;22;38
10;859;22;38
9;859;22;38
10;859;22;38
11;859;22;38
11;859;22;38
8;859;22;38
7;859;22;38
11;859;22;38
172;859;22;38
0;859;22;38
1;859;22;38
187;859;22;38
240;859;22;38
8;859;22;38
9;859;22;38
9;859;22;38
12;859;22;38
8;859;22;38
4;859;22;38
9;859;22;38
6;859;22;38
6;859;22;38
9;859;22;38
8;859;22;38
9;859;22;38
7;859;22;38
10;859;22;38
1;859;22;38
230;859;22;38
204;859;22;38
0;859;22;38
8;859;22;38
7;859;22;38
13;859;22;38
9;859;22;38
5;859;22;38
6;859;22;38
8;859;22;38
6;859;22;38
7;859;22;38
9;859;22;38
9;859;22;38
12;859;22;38
9;859;22;38
10;859;22;38
264;859;22;38
135;859;22;38
3;859;22;38
0;859;22;38
234;859;22;38
9;859;22;38
11;859;22;38
12;859;22;38
8;859;22;38
12;859;22;38
12;859;22;38
8;859;22;38
6;859;22;38
9;859;22;38
7;859;22;38
9;859;22;38
12;859;22;38
9;859;22;38
117;859;22;38
2;859;22;38
0;859;22;38
234;859;22;38
193;859;22;38
8;859;22;38
10;858;22;38
10;858;22;38
6;858;22;38
6;858;22;38
6;858;22;38
6;858;22;38
8;858;22;38
7;858;22;38
11;858;22;38
12;858;22;38
5;858;22;38
8;858;22;38
6;858;22;38
1;858;22;38
264;858;22;38
163;858;22;38
1;858;22;38
7;858;22;38
5;858;22;38
7;858;22;38
8;858;22;38
13;858;22;38
16;858;22;38
5;858;22;38
12;858;22;38
10;858;22;38
11;858;22;38
10;858;22;38
9;858;22;38
10;858;22;38
12;858;22;38
269;858;22;38
167;858;22;38
1;858;22;38
0;858;22;38
219;858;22;38
7;858;22;38
9;858;22;38
10;858;22;38
8;858;22;38
5;858;22;38
6;858;22;38
6;858;22;38
10;858;22;38
9;858;22;38
13;858;22;38
7;858;22;38
7;858;22;38
9;858;22;38
7;858;22;38
9;858;22;38
2;858;22;38
270;858;22;38
151;858;22;38
11;858;22;38
11;856;22;38
13;856;22;38
9;856;22;38
8;856;22;38
8;856;22;38
10;856;22;38
12;856;22;38
10;856;22;38
5;856;22;38
7;856;22;38
7;856;22;38
7;856;22;38
13;856;22;38
3;856;22;38
293;856;22;38
105;856;22;38
0;856;22;38
0;856;22;38
8;857;22;38
11;857;22;38
9;857;22;38
8;857;22;38
11;857;22;38
7;857;22;38
8;857;22;38
8;857;22;38
2;857;22;38
8;857;22;38
6;857;22;38
10;857;22;38
5;857;22;38
321;857;22;38
89;857;22;38
1;857;22;38
2;857;22;38
274;857;22;38
5;857;22;38
12;857;22;38
8;857;22;38
6;857;22;38
7;857;22;38
6;857;22;38
6;857;22;38
6;857;22;38
7;857;22;38
5;857;22;38
9;857;22;38
8;857;22;38
10;857;22;38
8;857;22;38
3;857;22;38
3;857;22;38
267;857;22;38
130;857;22;38
9;857;22;38
7;856;22;38
5;856;22;38
16;856;22;38
9;856;22;38
12;856;22;38
8;856;22;38
8;856;22;38
7;856;22;38
10;856;22;38
13;856;22;38
12;856;22;38
14;856;22;38
6;856;22;38
5;856;22;38
334;856;22;38
93;856;22;38
4;856;22;38
2;856;22;38
9;856;22;38
6;854;22;38
7;854;22;38
8;854;22;38
7;854;22;38
6;854;22;38
8;854;22;38
8;854;22;38
11;854;22;38
8;854;22;38
7;854;22;38
7;854;22;38
8;854;22;38
9;854;22;38
65;854;22;38
3;854;22;38
4;854;22;38
291;854;22;38
8;854;22;38
11;854;22;38
11;854;22;38
9;854;22;38
6;854;22;38
7;854;22;38
5;854;22;38
8;854;22;38
9;854;22;38
12;854;22;38
9;854;22;38
5;854;22;38
8;854;22;38
6;854;22;38
3;854;22;38
7;854;22;38
330;854;22;38
72;854;22;38
7;854;22;38
7;854;22;38
9;854;22;38
8;854;22;38
7;854;22;38
8;854;22;38
5;854;22;38
7;854;22;38
8;854;22;38
14;854;22;38
12;854;22;38
7;854;22;38
6;854;22;38
6;854;22;38
12;854;22;38
314;854;22;38
41;854;22;38
7;854;22;38
6;854;22;38
8;854;22;38
7;854;22;38
7;854;22;38
8;854;22;38
6;854;22;38
7;854;22;38
8;854;22;38
11;854;22;38
7;854;22;38
13;854;22;38
6;854;22;38
7;854;22;38
8;854;22;38
8;854;22;38
20;854;22;38
9;854;22;38
11;854;22;38
334;854;22;38
12;854;22;38
8;853;22;38
14;853;22;38
7;853;22;38
12;853;22;38
10;853;22;38
5;853;22;38
5;853;22;38
10;853;22;38
8;853;22;38
7;853;22;38
6;853;22;38
10;853;22;38
8;853;22;38
1;853;22;38
20;853;22;38
311;853;22;38
16;853;22;38
4;853;22;38
13;853;22;38
9;853;22;38
9;853;22;38
8;853;22;38
10;853;22;38
6;853;22;38
7;853;22;38
9;853;22;38
8;853;22;38
14;853;22;38
10;853;22;38
7;853;22;38
11;853;22;38
9;853;22;38
277;853;22;38
6;853;22;38
2;853;22;38
19;853;22;38
11;853;22;38
9;853;22;38
9;853;22;38
9;853;22;38
7;853;22;38
11;853;22;38
6;853;22;38
5;853;22;38
6;853;22;38
7;853;22;38
8;853;22;38
8;853;22;38
4;853;22;38
9;853;22;38
0;853;22;38
4;853;22;38
36;853;22;38
282;853;22;38
8;853;22;38
7;853;22;38
7;853;22;38
7;853;22;38
5;853;22;38
5;853;22;38
4;853;22;38
7;853;22;38
10;853;22;38
16;853;22;38
7;853;22;38
5;853;22;38
6;853;22;38
6;853;22;38
0;853;22;38
58;853;22;38
280;853;22;38
0;853;22;38
7;853;22;38
6;853;22;38
15;852;22;38
7;852;22;38
6;852;22;38
6;852;22;38
5;852;22;38
6;852;22;38
